"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"10383233"	"0.43995"	"2.58e-03"	"4.07"	"-1.30295"	"5.04e-01"	"Rnf213"	"ring finger protein 213"
"10388679"	"0.43995"	"2.59e-03"	"-4.07"	"-1.3051"	"-4.78e-01"	"Gm10392"	"predicted gene 10392"
"10496892"	"0.44276"	"2.61e-03"	"4.06"	"-1.31419"	"3.78e-01"	"Fubp1"	"far upstream element (FUSE) binding protein 1"
"10344002"	"0.44339"	"2.63e-03"	"-4.06"	"-1.32002"	"-6.16e-01"	""	""
"10338083"	"0.44339"	"2.64e-03"	"4.06"	"-1.32308"	"6.95e-01"	""	""
"10343369"	"0.44933"	"2.70e-03"	"4.04"	"-1.34149"	"7.25e-01"	""	""
"10582981"	"0.44933"	"2.70e-03"	"4.04"	"-1.34163"	"4.95e-01"	"Tfdp1"	"transcription factor Dp 1"
"10355806"	"0.44953"	"2.72e-03"	"4.04"	"-1.3458"	"5.69e-01"	"Tuba4a"	"tubulin, alpha 4A"
"10339284"	"0.45095"	"2.74e-03"	"-4.03"	"-1.35249"	"-4.89e-01"	""	""
"10340346"	"0.45095"	"2.75e-03"	"4.03"	"-1.35595"	"5.81e-01"	""	""
"10590830"	"0.45169"	"2.77e-03"	"4.03"	"-1.36106"	"4.95e-01"	"Cep126"	"centrosomal protein 126"
"10456400"	"0.45219"	"2.79e-03"	"4.02"	"-1.36571"	"6.36e-01"	"Tubb6"	"tubulin, beta 6 class V"
"10529264"	"0.45767"	"2.83e-03"	"4.01"	"-1.37929"	"6.26e-01"	"Spon2"	"spondin 2, extracellular matrix protein"
"10429908"	"0.45775"	"2.85e-03"	"4.01"	"-1.38314"	"3.92e-01"	"Bop1"	"block of proliferation 1"
"10486754"	"0.46379"	"2.90e-03"	"4.00"	"-1.39758"	"5.55e-01"	"Ppip5k1"	"diphosphoinositol pentakisphosphate kinase 1"
"10420308"	"0.46454"	"2.93e-03"	"3.99"	"-1.40742"	"5.13e-01"	"Gzmb"	"granzyme B"
"10488944"	"0.46454"	"2.97e-03"	"3.98"	"-1.4184"	"4.53e-01"	"Uqcc1"	"ubiquinol-cytochrome c reductase complex assembly factor 1"
"10471929"	"0.46454"	"2.98e-03"	"-3.98"	"-1.42238"	"-5.04e-01"	"Arhgap15"	"Rho GTPase activating protein 15"
"10371578"	"0.46454"	"2.99e-03"	"3.98"	"-1.42297"	"4.04e-01"	"Ascl1"	"achaete-scute family bHLH transcription factor 1"
"10497673"	"0.46454"	"3.00e-03"	"3.98"	"-1.42577"	"4.17e-01"	"Zmat3"	"zinc finger matrin type 3"
"10394538"	"0.46454"	"3.00e-03"	"3.98"	"-1.42579"	"1.26"	"Acaca"	"acetyl-Coenzyme A carboxylase alpha"
"10350146"	"0.46454"	"3.00e-03"	"3.97"	"-1.42687"	"8.11e-01"	"Phlda3"	"pleckstrin homology like domain, family A, member 3"
"10366796"	"0.46454"	"3.02e-03"	"3.97"	"-1.43101"	"5.60e-01"	"Mettl1"	"methyltransferase like 1"
"10383395"	"0.46454"	"3.03e-03"	"3.97"	"-1.43389"	"5.32e-01"	"Slc25a10"	"solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10"
"10538791"	"0.46454"	"3.04e-03"	"3.97"	"-1.43855"	"6.38e-01"	"Tnip3"	"TNFAIP3 interacting protein 3"
"10369909"	"0.46454"	"3.04e-03"	"-3.97"	"-1.43856"	"-4.71e-01"	""	""
"10526853"	"0.46618"	"3.07e-03"	"3.96"	"-1.44496"	"4.86e-01"	"Fam20c"	"family with sequence similarity 20, member C"
"10343983"	"0.46979"	"3.10e-03"	"-3.95"	"-1.45479"	"-5.10e-01"	""	""
"10567564"	"0.47235"	"3.14e-03"	"3.95"	"-1.46274"	"8.44e-01"	"Cdr2"	"cerebellar degeneration-related 2"
"10518570"	"0.47481"	"3.17e-03"	"3.94"	"-1.47278"	"7.93e-01"	"Pgd"	"phosphogluconate dehydrogenase"
"10422585"	"0.47481"	"3.19e-03"	"3.94"	"-1.47621"	"4.98e-01"	"Fgf14"	"fibroblast growth factor 14"
"10343248"	"0.47481"	"3.20e-03"	"3.93"	"-1.47836"	"4.97e-01"	""	""
"10525929"	"0.47481"	"3.20e-03"	"-3.93"	"-1.48082"	"-5.64e-01"	""	""
"10496756"	"0.47506"	"3.22e-03"	"3.93"	"-1.48467"	"6.57e-01"	"Mcoln3"	"mucolipin 3"
"10352947"	"0.4762"	"3.24e-03"	"3.93"	"-1.49005"	"4.14e-01"	"Mrpl15"	"mitochondrial ribosomal protein L15"
"10456254"	"0.4802"	"3.28e-03"	"3.92"	"-1.50105"	"4.69e-01"	"Nedd4l"	"neural precursor cell expressed, developmentally down-regulated gene 4-like"
"10376404"	"0.4802"	"3.31e-03"	"-3.91"	"-1.50657"	"-8.03e-01"	"Olfr320"	"olfactory receptor 320"
"10439463"	"0.4802"	"3.32e-03"	"3.91"	"-1.50969"	"4.77e-01"	"Timmdc1"	"translocase of inner mitochondrial membrane domain containing 1"
"10568805"	"0.4802"	"3.32e-03"	"3.91"	"-1.5107"	"4.95e-01"	"Nkx6-2"	"NK6 homeobox 2"
"10482762"	"0.4802"	"3.34e-03"	"3.91"	"-1.51374"	"7.65e-01"	"Idi1"	"isopentenyl-diphosphate delta isomerase"
"10447461"	"0.48515"	"3.41e-03"	"-3.89"	"-1.53218"	"-6.12e-01"	"Ston1"	"stonin 1"
"10387699"	"0.48515"	"3.42e-03"	"3.89"	"-1.53337"	"4.01e-01"	"Acap1"	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1"
"10548105"	"0.48515"	"3.42e-03"	"3.89"	"-1.53403"	"6.55e-01"	"Ccnd2"	"cyclin D2"
"10407042"	"0.48515"	"3.42e-03"	"3.89"	"-1.53542"	"4.28e-01"	"Dimt1"	"DIM1 dimethyladenosine transferase 1-like (S. cerevisiae)"
"10475941"	"0.49263"	"3.49e-03"	"-3.88"	"-1.55129"	"-4.66e-01"	"Zc3h6"	"zinc finger CCCH type containing 6"
"10600741"	"0.49561"	"3.59e-03"	"-3.86"	"-1.57323"	"-5.44e-01"	"Gm5941"	"predicted gene 5941"
"10340716"	"0.49561"	"3.62e-03"	"3.86"	"-1.58006"	"6.54e-01"	""	""
"10517067"	"0.49561"	"3.62e-03"	"3.85"	"-1.58048"	"6.16e-01"	"Sfn"	"stratifin"
"10340308"	"0.49561"	"3.62e-03"	"-3.85"	"-1.58101"	"-8.81e-01"	""	""
"10587871"	"0.49561"	"3.63e-03"	"3.85"	"-1.58241"	"6.26e-01"	"Paqr9"	"progestin and adipoQ receptor family member IX"
"10341628"	"0.49561"	"3.65e-03"	"3.85"	"-1.58706"	"7.13e-01"	""	""
"10342052"	"0.49561"	"3.66e-03"	"3.85"	"-1.59113"	"5.59e-01"	""	""
"10519497"	"0.49561"	"3.68e-03"	"3.84"	"-1.59371"	"7.93e-01"	"Steap4"	"STEAP family member 4"
"10416230"	"0.49561"	"3.71e-03"	"3.84"	"-1.60035"	"3.95e-01"	"Tnfrsf10b"	"tumor necrosis factor receptor superfamily, member 10b"
"10450367"	"0.49561"	"3.71e-03"	"3.84"	"-1.60232"	"6.38e-01"	"Hspa1a///Hspa1b"	"heat shock protein 1A///heat shock protein 1B"
"10341669"	"0.49561"	"3.72e-03"	"3.84"	"-1.60253"	"9.25e-01"	""	""
"10482167"	"0.49561"	"3.72e-03"	"3.84"	"-1.60432"	"4.00e-01"	"Zbtb6"	"zinc finger and BTB domain containing 6"
"10392983"	"0.49561"	"3.72e-03"	"3.84"	"-1.60435"	"5.48e-01"	"Slc25a19"	"solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19"
"10481272"	"0.49561"	"3.76e-03"	"3.83"	"-1.61207"	"1.19"	"1700007K13Rik"	"RIKEN cDNA 1700007K13 gene"
"10527158"	"0.49561"	"3.80e-03"	"3.82"	"-1.62012"	"6.00e-01"	"Fscn1"	"fascin actin-bundling protein 1"
"10577973"	"0.49561"	"3.82e-03"	"3.82"	"-1.62511"	"1.03"	"Adrb3"	"adrenergic receptor, beta 3"
"10339334"	"0.49561"	"3.85e-03"	"-3.82"	"-1.63104"	"-5.51e-01"	""	""
"10522250"	"0.49561"	"3.85e-03"	"3.82"	"-1.6313"	"5.26e-01"	"Tmem33"	"transmembrane protein 33"
"10447521"	"0.49561"	"3.88e-03"	"3.81"	"-1.63795"	"4.87e-01"	"Tfb1m"	"transcription factor B1, mitochondrial"
"10352092"	"0.49561"	"3.88e-03"	"3.81"	"-1.63849"	"3.85e-01"	"Zbtb18"	"zinc finger and BTB domain containing 18"
"10452935"	"0.49561"	"3.89e-03"	"-3.81"	"-1.64034"	"-5.26e-01"	"Heatr5b"	"HEAT repeat containing 5B"
"10570201"	"0.49561"	"3.89e-03"	"3.81"	"-1.64141"	"5.63e-01"	"Atp11a"	"ATPase, class VI, type 11A"
"10408762"	"0.49561"	"3.90e-03"	"3.81"	"-1.64292"	"7.46e-01"	"Eef1e1"	"eukaryotic translation elongation factor 1 epsilon 1"
"10387316"	"0.49561"	"3.91e-03"	"3.80"	"-1.64526"	"3.95e-01"	"Chd3"	"chromodomain helicase DNA binding protein 3"
"10343917"	"0.49561"	"3.93e-03"	"-3.80"	"-1.64799"	"-8.33e-01"	""	""
"10342452"	"0.49561"	"3.94e-03"	"3.80"	"-1.6518"	"6.80e-01"	""	""
"10473356"	"0.49561"	"3.99e-03"	"3.79"	"-1.66145"	"8.08e-01"	"Ube2l6"	"ubiquitin-conjugating enzyme E2L 6"
"10405633"	"0.49561"	"4.00e-03"	"3.79"	"-1.66325"	"4.84e-01"	"Ntrk2"	"neurotrophic tyrosine kinase, receptor, type 2"
"10470911"	"0.49561"	"4.03e-03"	"3.79"	"-1.66932"	"5.49e-01"	""	""
"10423134"	"0.49561"	"4.06e-03"	"3.78"	"-1.67647"	"4.10e-01"	"Zfr"	"zinc finger RNA binding protein"
"10344551"	"0.49561"	"4.08e-03"	"3.78"	"-1.67945"	"5.48e-01"	""	""
"10457862"	"0.49561"	"4.08e-03"	"3.78"	"-1.68003"	"3.98e-01"	"Rprd1a"	"regulation of nuclear pre-mRNA domain containing 1A"
"10457729"	"0.49561"	"4.10e-03"	"3.78"	"-1.68378"	"4.01e-01"	""	""
"10545417"	"0.49561"	"4.12e-03"	"3.77"	"-1.68741"	"4.06e-01"	"Mat2a"	"methionine adenosyltransferase II, alpha"
"10343656"	"0.49561"	"4.15e-03"	"-3.77"	"-1.69355"	"-4.85e-01"	""	""
"10476493"	"0.49561"	"4.16e-03"	"3.77"	"-1.69649"	"7.84e-01"	"BC034902"	"cDNA sequence BC034902"
"10486935"	"0.49561"	"4.16e-03"	"-3.77"	"-1.69663"	"-4.86e-01"	"Patl2"	"protein associated with topoisomerase II homolog 2 (yeast)"
"10364784"	"0.49561"	"4.19e-03"	"3.76"	"-1.70179"	"4.21e-01"	"Reep6"	"receptor accessory protein 6"
"10597258"	"0.49561"	"4.19e-03"	"3.76"	"-1.70181"	"4.79e-01"	"Tmie"	"transmembrane inner ear"
"10604844"	"0.49561"	"4.19e-03"	"3.76"	"-1.7021"	"4.11e-01"	"Gm8234///Sms"	"spermine synthase pseudogene///spermine synthase"
"10339223"	"0.49561"	"4.19e-03"	"-3.76"	"-1.70233"	"-6.19e-01"	""	""
"10590654"	"0.49561"	"4.20e-03"	"3.76"	"-1.70376"	"5.33e-01"	"Aasdhppt"	"aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase"
"10574135"	"0.49561"	"4.24e-03"	"3.75"	"-1.71237"	"6.73e-01"	"Nlrc5"	"NLR family, CARD domain containing 5"
"10576873"	"0.49561"	"4.24e-03"	"3.75"	"-1.71246"	"4.59e-01"	"Elavl1"	"ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)"
"10523451"	"0.49561"	"4.25e-03"	"3.75"	"-1.71283"	"1.03"	"Anxa3"	"annexin A3"
"10394798"	"0.49561"	"4.26e-03"	"-3.75"	"-1.7148"	"-5.44e-01"	""	""
"10506968"	"0.49561"	"4.26e-03"	"3.75"	"-1.71652"	"4.69e-01"	"Ttc39a"	"tetratricopeptide repeat domain 39A"
"10370054"	"0.49561"	"4.28e-03"	"-3.75"	"-1.71912"	"-4.80e-01"	"Slc5a4b"	"solute carrier family 5 (neutral amino acid transporters, system A), member 4b"
"10533807"	"0.49561"	"4.29e-03"	"3.75"	"-1.72199"	"4.24e-01"	"Cdk2ap1"	"CDK2 (cyclin-dependent kinase 2)-associated protein 1"
"10377372"	"0.49561"	"4.30e-03"	"3.75"	"-1.7232"	"7.01e-01"	"Slc25a35"	"solute carrier family 25, member 35"
"10341208"	"0.49561"	"4.31e-03"	"3.74"	"-1.72484"	"7.05e-01"	""	""
"10394735"	"0.49561"	"4.32e-03"	"3.74"	"-1.72697"	"5.72e-01"	"Pdia6"	"protein disulfide isomerase associated 6"
"10487748"	"0.49561"	"4.32e-03"	"3.74"	"-1.72741"	"5.24e-01"	"4930402H24Rik"	"RIKEN cDNA 4930402H24 gene"
"10341041"	"0.49561"	"4.34e-03"	"-3.74"	"-1.73025"	"-6.41e-01"	""	""
"10546454"	"0.49561"	"4.34e-03"	"3.74"	"-1.7315"	"4.60e-01"	"Adamts9"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9"
"10341035"	"0.49561"	"4.35e-03"	"-3.74"	"-1.73361"	"-9.26e-01"	""	""
"10338792"	"0.49561"	"4.36e-03"	"-3.74"	"-1.73444"	"-4.83e-01"	""	""
"10475946"	"0.49561"	"4.36e-03"	"-3.74"	"-1.73457"	"-6.13e-01"	"Zc3h6"	"zinc finger CCCH type containing 6"
"10512901"	"0.49561"	"4.36e-03"	"3.74"	"-1.73532"	"5.18e-01"	"Mrpl50"	"mitochondrial ribosomal protein L50"
"10589907"	"0.49561"	"4.37e-03"	"3.73"	"-1.73714"	"5.43e-01"	"Tmppe"	"transmembrane protein with metallophosphoesterase domain"
"10423512"	"0.49561"	"4.38e-03"	"3.73"	"-1.73826"	"4.00e-01"	"Fam173b"	"family with sequence similarity 173, member B"
"10555039"	"0.49561"	"4.39e-03"	"3.73"	"-1.74009"	"3.68e-01"	"Kctd21"	"potassium channel tetramerisation domain containing 21"
"10469070"	"0.49561"	"4.39e-03"	"3.73"	"-1.74072"	"4.88e-01"	"Nudt5"	"nudix (nucleoside diphosphate linked moiety X)-type motif 5"
"10585905"	"0.50384"	"4.48e-03"	"3.72"	"-1.75752"	"4.24e-01"	"Parp6"	"poly (ADP-ribose) polymerase family, member 6"
"10497090"	"0.50384"	"4.50e-03"	"3.72"	"-1.76047"	"4.39e-01"	"Ankrd13c"	"ankyrin repeat domain 13c"
"10383212"	"0.50384"	"4.51e-03"	"3.72"	"-1.7625"	"5.00e-01"	""	""
"10575961"	"0.50384"	"4.52e-03"	"3.71"	"-1.76485"	"4.95e-01"	"Usp10"	"ubiquitin specific peptidase 10"
"10432785"	"0.50493"	"4.54e-03"	"3.71"	"-1.76925"	"6.61e-01"	"Krt5"	"keratin 5"
"10451650"	"0.50613"	"4.57e-03"	"3.71"	"-1.77381"	"4.88e-01"	"Nfya"	"nuclear transcription factor-Y alpha"
"10400383"	"0.50872"	"4.62e-03"	"3.70"	"-1.78315"	"4.86e-01"	"2700097O09Rik"	"RIKEN cDNA 2700097O09 gene"
"10416437"	"0.50872"	"4.62e-03"	"3.70"	"-1.7832"	"4.46e-01"	"Lcp1"	"lymphocyte cytosolic protein 1"
"10451110"	"0.5146"	"4.70e-03"	"3.69"	"-1.79667"	"3.51e-01"	"Hsp90ab1"	"heat shock protein 90 alpha (cytosolic), class B member 1"
"10427796"	"0.5146"	"4.70e-03"	"3.69"	"-1.79788"	"7.09e-01"	"Npr3"	"natriuretic peptide receptor 3"
"10395306"	"0.51875"	"4.77e-03"	"-3.68"	"-1.80925"	"-5.85e-01"	"Efcab10"	"EF-hand calcium binding domain 10"
"10518526"	"0.51875"	"4.77e-03"	"-3.68"	"-1.80965"	"-8.53e-01"	"Angptl7"	"angiopoietin-like 7"
"10342504"	"0.52032"	"4.82e-03"	"3.67"	"-1.81865"	"5.61e-01"	""	""
"10478633"	"0.52032"	"4.83e-03"	"3.67"	"-1.81962"	"6.27e-01"	"Mmp9"	"matrix metallopeptidase 9"
"10593169"	"0.52032"	"4.83e-03"	"3.67"	"-1.81974"	"7.39e-01"	"Apoc3"	"apolipoprotein C-III"
"10346485"	"0.52159"	"4.87e-03"	"-3.67"	"-1.82712"	"-4.37e-01"	"Aox2"	"aldehyde oxidase 2"
"10567591"	"0.52159"	"4.90e-03"	"3.66"	"-1.83166"	"4.57e-01"	"Usp31"	"ubiquitin specific peptidase 31"
"10388389"	"0.52159"	"4.91e-03"	"3.66"	"-1.83427"	"3.94e-01"	"Hic1"	"hypermethylated in cancer 1"
"10601537"	"0.52159"	"4.92e-03"	"3.66"	"-1.8356"	"4.08e-01"	""	""
"10338146"	"0.52159"	"4.95e-03"	"-3.66"	"-1.83987"	"-7.21e-01"	""	""
"10529957"	"0.52159"	"4.96e-03"	"3.65"	"-1.84166"	"5.89e-01"	"Adgra3"	"adhesion G protein-coupled receptor A3"
"10514912"	"0.52159"	"4.97e-03"	"3.65"	"-1.84448"	"4.97e-01"	"Dio1"	"deiodinase, iodothyronine, type I"
"10560164"	"0.52159"	"5.00e-03"	"-3.65"	"-1.84891"	"-6.41e-01"	"Obox6"	"oocyte specific homeobox 6"
"10340247"	"0.52159"	"5.00e-03"	"-3.65"	"-1.84911"	"-6.80e-01"	""	""
"10428809"	"0.52159"	"5.01e-03"	"-3.65"	"-1.85062"	"-3.83e-01"	"Klhl38"	"kelch-like 38"
"10338899"	"0.52159"	"5.02e-03"	"-3.65"	"-1.85227"	"-6.14e-01"	""	""
"10507471"	"0.52159"	"5.06e-03"	"3.64"	"-1.85849"	"4.26e-01"	""	""
"10442904"	"0.52159"	"5.07e-03"	"3.64"	"-1.85967"	"4.39e-01"	"Jmjd8"	"jumonji domain containing 8"
"10560292"	"0.52159"	"5.09e-03"	"-3.64"	"-1.86282"	"-5.41e-01"	""	""
"10485811"	"0.52159"	"5.13e-03"	"-3.63"	"-1.86956"	"-5.58e-01"	"Olfr1313"	"olfactory receptor 1313"
"10413304"	"0.52159"	"5.14e-03"	"3.63"	"-1.87243"	"5.34e-01"	"Arf4"	"ADP-ribosylation factor 4"
"10530467"	"0.52159"	"5.18e-03"	"-3.63"	"-1.87853"	"-3.82e-01"	"Nfxl1"	"nuclear transcription factor, X-box binding-like 1"
"10341469"	"0.52159"	"5.22e-03"	"3.62"	"-1.8848"	"7.03e-01"	""	""
"10574899"	"0.52159"	"5.22e-03"	"3.62"	"-1.88522"	"5.45e-01"	"Nutf2"	"nuclear transport factor 2"
"10518147"	"0.52159"	"5.23e-03"	"3.62"	"-1.88673"	"5.67e-01"	"Pdpn"	"podoplanin"
"10343500"	"0.52159"	"5.24e-03"	"-3.62"	"-1.88761"	"-1.01"	""	""
"10342698"	"0.52159"	"5.24e-03"	"3.62"	"-1.88781"	"4.72e-01"	""	""
"10507086"	"0.52159"	"5.25e-03"	"3.62"	"-1.88861"	"5.19e-01"	"Skint2"	"selection and upkeep of intraepithelial T cells 2"
"10492671"	"0.52159"	"5.25e-03"	"3.62"	"-1.88921"	"4.41e-01"	"Ppid"	"peptidylprolyl isomerase D (cyclophilin D)"
"10426098"	"0.52159"	"5.27e-03"	"3.62"	"-1.89194"	"5.70e-01"	"Creld2"	"cysteine-rich with EGF-like domains 2"
"10526410"	"0.52159"	"5.27e-03"	"3.62"	"-1.89263"	"1.02"	"Hspb1"	"heat shock protein 1"
"10566196"	"0.52159"	"5.27e-03"	"-3.62"	"-1.89291"	"-5.43e-01"	""	""
"10434778"	"0.52159"	"5.29e-03"	"3.61"	"-1.89554"	"4.53e-01"	"Rtp4"	"receptor transporter protein 4"
"10341221"	"0.52159"	"5.29e-03"	"-3.61"	"-1.89637"	"-9.04e-01"	""	""
"10574023"	"0.52159"	"5.30e-03"	"-3.61"	"-1.89686"	"-9.72e-01"	"Mt2"	"metallothionein 2"
"10560298"	"0.52159"	"5.32e-03"	"-3.61"	"-1.89957"	"-3.92e-01"	""	""
"10450735"	"0.52159"	"5.32e-03"	"-3.61"	"-1.90036"	"-4.24e-01"	"H2-T3-like///H2-T3///H2-T18"	"MHC class I antigen///histocompatibility 2, T region locus 3///histocompatibility 2, T region locus 18"
"10544525"	"0.52159"	"5.32e-03"	"3.61"	"-1.9011"	"5.70e-01"	"Pdia4"	"protein disulfide isomerase associated 4"
"10566454"	"0.52396"	"5.37e-03"	"3.60"	"-1.90826"	"6.96e-01"	"Prkcdbp"	"protein kinase C, delta binding protein"
"10593270"	"0.52396"	"5.38e-03"	"-3.60"	"-1.90946"	"-3.40e-01"	"Ttc12"	"tetratricopeptide repeat domain 12"
"10474223"	"0.52785"	"5.43e-03"	"3.60"	"-1.9179"	"4.51e-01"	"Cd59b"	"CD59b antigen"
"10368380"	"0.52922"	"5.46e-03"	"3.59"	"-1.92233"	"5.03e-01"	"L3mbtl3"	"l(3)mbt-like 3 (Drosophila)"
"10384322"	"0.52935"	"5.48e-03"	"3.59"	"-1.92564"	"3.99e-01"	"Hus1"	"HUS1 checkpoint clamp component"
"10592201"	"0.52935"	"5.51e-03"	"3.59"	"-1.92973"	"5.84e-01"	"Chek1"	"checkpoint kinase 1"
"10503264"	"0.52935"	"5.51e-03"	"3.59"	"-1.93003"	"6.83e-01"	"Ccne2"	"cyclin E2"
"10355456"	"0.52935"	"5.53e-03"	"3.59"	"-1.93291"	"4.66e-01"	"Mreg"	"melanoregulin"
"10380887"	"0.52935"	"5.56e-03"	"-3.58"	"-1.9366"	"-5.84e-01"	"Tcap"	"titin-cap"
"10341131"	"0.52935"	"5.56e-03"	"3.58"	"-1.9378"	"1.01"	""	""
"10438308"	"0.52935"	"5.57e-03"	"3.58"	"-1.93888"	"4.72e-01"	"Ranbp1"	"RAN binding protein 1"
"10545583"	"0.52935"	"5.58e-03"	"3.58"	"-1.94052"	"5.70e-01"	"Pole4"	"polymerase (DNA-directed), epsilon 4 (p12 subunit)"
"10468810"	"0.52957"	"5.60e-03"	"-3.58"	"-1.94308"	"-3.92e-01"	"Prlhr"	"prolactin releasing hormone receptor"
"10510047"	"0.52984"	"5.66e-03"	"-3.57"	"-1.95242"	"-5.27e-01"	"Tmem51os1"	"Tmem51 opposite strand 1"
"10545588"	"0.52984"	"5.68e-03"	"3.57"	"-1.95511"	"6.38e-01"	"Hk2"	"hexokinase 2"
"10523281"	"0.52984"	"5.70e-03"	"3.57"	"-1.95827"	"5.16e-01"	"Sept11"	"septin 11"
"10445347"	"0.52984"	"5.71e-03"	"3.57"	"-1.95894"	"6.10e-01"	"Clic5"	"chloride intracellular channel 5"
"10340432"	"0.52984"	"5.71e-03"	"3.57"	"-1.95954"	"7.02e-01"	""	""
"10415742"	"0.52984"	"5.72e-03"	"3.57"	"-1.96055"	"3.89e-01"	"Mipep"	"mitochondrial intermediate peptidase"
"10475335"	"0.52984"	"5.72e-03"	"3.56"	"-1.96141"	"4.27e-01"	"Pdia3"	"protein disulfide isomerase associated 3"
"10373365"	"0.52984"	"5.73e-03"	"-3.56"	"-1.96264"	"-4.18e-01"	"A630052K13Rik"	"RIKEN cDNA A630052K13 gene"
"10571321"	"0.52984"	"5.74e-03"	"3.56"	"-1.96325"	"4.13e-01"	"Ppp1r3b"	"protein phosphatase 1, regulatory (inhibitor) subunit 3B"
"10597612"	"0.53105"	"5.77e-03"	"-3.56"	"-1.96733"	"-4.33e-01"	"Slc22a13"	"solute carrier family 22 (organic cation transporter), member 13"
"10574226"	"0.53188"	"5.79e-03"	"3.56"	"-1.97089"	"4.27e-01"	"Ccl17"	"chemokine (C-C motif) ligand 17"
"10375240"	"0.53188"	"5.81e-03"	"3.56"	"-1.97364"	"4.48e-01"	"Hspd1"	"heat shock protein 1 (chaperonin)"
"10376243"	"0.53188"	"5.82e-03"	"-3.55"	"-1.97576"	"-4.73e-01"	""	""
"10484261"	"0.53188"	"5.83e-03"	"-3.55"	"-1.97722"	"-3.81e-01"	"Cerkl"	"ceramide kinase-like"
"10343387"	"0.53353"	"5.88e-03"	"3.55"	"-1.98343"	"7.36e-01"	""	""
"10497300"	"0.53353"	"5.88e-03"	"-3.55"	"-1.98409"	"-3.40e-01"	"Zfand1"	"zinc finger, AN1-type domain 1"
"10534990"	"0.53598"	"5.95e-03"	"3.54"	"-1.99371"	"4.15e-01"	"Taf6"	"TATA-box binding protein associated factor 6"
"10538927"	"0.53598"	"5.95e-03"	"3.54"	"-1.99377"	"4.12e-01"	"Amd2///Amd1"	"S-adenosylmethionine decarboxylase 2///S-adenosylmethionine decarboxylase 1"
"10473107"	"0.53598"	"5.97e-03"	"-3.54"	"-1.99614"	"-4.88e-01"	""	""
"10505299"	"0.53598"	"5.97e-03"	"3.54"	"-1.99639"	"4.60e-01"	"Bspry"	"B-box and SPRY domain containing"
"10340195"	"0.53991"	"6.04e-03"	"-3.53"	"-2.00556"	"-1.21"	""	""
"10406626"	"0.53991"	"6.05e-03"	"3.53"	"-2.00791"	"4.01e-01"	"Homer1"	"homer scaffolding protein 1"
"10503882"	"0.53991"	"6.07e-03"	"3.53"	"-2.01048"	"4.06e-01"	"Rngtt"	"RNA guanylyltransferase and 5'-phosphatase"
"10508686"	"0.53991"	"6.10e-03"	"3.53"	"-2.01434"	"5.37e-01"	"Mecr"	"mitochondrial trans-2-enoyl-CoA reductase"
"10427991"	"0.53991"	"6.10e-03"	"3.53"	"-2.01436"	"5.00e-01"	"Trio"	"triple functional domain (PTPRF interacting)"
"10575534"	"0.53991"	"6.10e-03"	"3.52"	"-2.01506"	"3.67e-01"	"St3gal2"	"ST3 beta-galactoside alpha-2,3-sialyltransferase 2"
"10354732"	"0.54055"	"6.15e-03"	"3.52"	"-2.02155"	"6.28e-01"	"Hspd1"	"heat shock protein 1 (chaperonin)"
"10447510"	"0.54055"	"6.15e-03"	"3.52"	"-2.02167"	"4.79e-01"	"Amd2///Amd1"	"S-adenosylmethionine decarboxylase 2///S-adenosylmethionine decarboxylase 1"
"10538932"	"0.54055"	"6.17e-03"	"3.52"	"-2.02344"	"4.11e-01"	"Amd2///Amd1"	"S-adenosylmethionine decarboxylase 2///S-adenosylmethionine decarboxylase 1"
"10460400"	"0.54055"	"6.18e-03"	"3.52"	"-2.02497"	"8.38e-01"	"Pcx"	"pyruvate carboxylase"
"10475487"	"0.54055"	"6.19e-03"	"-3.52"	"-2.02704"	"-4.78e-01"	"Slc28a2"	"solute carrier family 28 (sodium-coupled nucleoside transporter), member 2"
"10512935"	"0.54055"	"6.20e-03"	"3.51"	"-2.02843"	"5.04e-01"	"Amd2///Amd1"	"S-adenosylmethionine decarboxylase 2///S-adenosylmethionine decarboxylase 1"
"10474102"	"0.54056"	"6.22e-03"	"-3.51"	"-2.0305"	"-1.06"	""	""
"10546450"	"0.5425"	"6.28e-03"	"3.51"	"-2.03889"	"5.18e-01"	"Adamts9"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9"
"10507574"	"0.5425"	"6.30e-03"	"-3.50"	"-2.0418"	"-5.27e-01"	"Olfr1339"	"olfactory receptor 1339"
"10596737"	"0.5425"	"6.32e-03"	"-3.50"	"-2.04418"	"-3.68e-01"	"Gnat1"	"guanine nucleotide binding protein, alpha transducing 1"
"10569870"	"0.5425"	"6.35e-03"	"3.50"	"-2.04866"	"8.25e-01"	"Retn"	"resistin"
"10467344"	"0.5425"	"6.37e-03"	"3.50"	"-2.05048"	"5.06e-01"	"Noc3l"	"NOC3 like DNA replication regulator"
